"","imputed_IND","imputed_OCC"
"5844","460","577"
"5845","800","186"
"5846","842","387"
"5847","420","645"
"5848","600","313"
"5849","712","454"
"5850","641","435"
"5851","151","777"
"5852","151","744"
"5853","741","426"
"5854","151","744"
"5855","151","744"
"5856","151","747"
"5857","151","744"
"5858","621","885"
"5859","190","453"
"5860","712","453"
"5861","831","319"
"5862","10","479"
"5863","722","453"
"5864","402","809"
"5865","871","163"
"5866","842","313"
"5867","151","777"
"5868","591","276"
"5869","641","436"
"5870","641","436"
"5871","641","435"
"5872","162","873"
"5873","641","435"
"5874","151","796"
"5875","161","19"
"5876","381","313"
"5877","841","178"
"5878","562","313"
"5879","842","157"
"5880","850","154"
"5881","282","633"
"5882","171","275"
"5883","700","804"
"5884","842","156"
"5885","881","175"
"5886","641","444"
"5887","741","426"
"5888","320","633"
"5889","161","779"
"5890","320","873"
"5891","802","486"
"5892","342","683"
"5893","60","865"
"5894","761","407"
"5895","761","407"
"5896","840","313"
"5897","871","174"
"5898","842","387"
"5899","631","276"
"5900","151","769"
"5901","701","453"
"5902","850","133"
"5903","842","156"
"5904","842","156"
"5905","352","365"
"5906","691","274"
"5907","462","365"
"5908","342","368"
"5909","802","459"
"5910","300","796"
"5911","342","633"
"5912","390","708"
"5913","462","809"
"5914","462","356"
"5915","151","744"
"5916","401","808"
"5917","401","469"
"5918","831","447"
"5919","280","707"
"5920","672","534"
"5921","910","417"
"5922","780","457"
"5923","850","234"
"5924","101","13"
"5925","922","376"
"5926","641","435"
"5927","391","759"
"5928","381","779"
"5929","172","736"
"5930","761","407"
"5931","871","27"
"5932","870","313"
"5933","410","633"
"5934","172","313"
"5935","840","203"
"5936","831","696"
"5937","831","449"
"5938","642","29"
"5939","932","184"
"5940","172","13"
"5941","850","14"
"5942","922","5"
"5943","710","255"
"5944","420","194"
"5945","342","73"
"5946","591","379"
"5947","850","444"
"5948","710","19"
"5949","710","356"
"5950","732","197"
"5951","392","779"
"5952","392","779"
"5953","151","777"
"5954","401","889"
"5955","711","336"
"5956","932","777"
"5957","700","357"
"5958","712","503"
"5959","192","313"
"5960","800","19"
"5961","20","473"
"5962","841","178"
"5963","891","339"
"5964","831","389"
"5965","402","19"
"5966","401","824"
"5967","412","883"
"5968","842","157"
"5969","542","315"
"5970","712","16"
"5971","151","674"
"5972","132","749"
"5973","550","888"
"5974","410","883"
"5975","601","276"
"5976","60","575"
"5977","542","315"
"5978","831","95"
"5979","831","447"
"5980","140","379"
"5981","892","183"
"5982","601","877"
"5983","192","757"
"5984","641","438"
"5985","881","19"
"5986","630","264"
"5987","60","575"
"5988","152","744"
"5989","401","418"
"5990","831","315"
"5991","881","449"
"5992","151","747"
"5993","212","777"
"5994","151","744"
"5995","562","889"
"5996","151","744"
"5997","761","407"
"5998","700","383"
"5999","722","453"
"6000","882","43"
"6001","471","887"
"6002","631","356"
"6003","611","274"
"6004","132","744"
"6005","712","453"
"6006","780","457"
"6007","641","276"
"6008","712","454"
"6009","772","458"
"6010","412","355"
"6011","842","156"
"6012","770","337"
"6013","171","736"
"6014","700","383"
"6015","842","157"
"6016","901","579"
"6017","60","579"
"6018","731","315"
"6019","710","7"
"6020","151","337"
"6021","60","558"
"6022","660","274"
"6023","842","468"
"6024","142","178"
"6025","151","744"
"6026","331","706"
"6027","402","809"
"6028","761","406"
"6029","712","453"
"6030","831","449"
"6031","831","338"
"6032","152","518"
"6033","151","744"
"6034","352","783"
"6035","152","744"
"6036","151","453"
"6037","591","243"
"6038","591","243"
"6039","922","5"
"6040","901","27"
"6041","402","809"
"6042","901","427"
"6043","712","453"
"6044","641","443"
"6045","722","453"
"6046","172","769"
"6047","222","744"
"6048","172","883"
"6049","761","407"
"6050","151","744"
"6051","831","447"
"6052","831","447"
"6053","172","319"
"6054","60","565"
"6055","641","276"
"6056","351","785"
"6057","842","444"
"6058","591","276"
"6059","641","443"
"6060","762","449"
"6061","731","337"
"6062","872","185"
"6063","172","313"
"6064","402","809"
"6065","721","313"
"6066","151","888"
"6067","711","253"
"6068","711","337"
"6069","591","877"
"6070","832","84"
"6071","630","877"
"6072","601","686"
"6073","591","264"
"6074","850","153"
"6075","601","276"
"6076","910","418"
"6077","591","264"
"6078","871","174"
"6079","842","156"
"6080","800","186"
"6081","182","73"
"6082","732","26"
"6083","732","363"
"6084","732","315"
"6085","802","459"
"6086","800","186"
"6087","711","253"
"6088","700","313"
"6089","831","19"
"6090","700","23"
"6091","732","166"
"6092","441","348"
"6093","831","315"
"6094","300","518"
"6095","162","777"
"6096","621","505"
"6097","711","315"
"6098","831","443"
"6099","831","19"
"6100","231","567"
"6101","840","678"
"6102","211","888"
"6103","682","274"
"6104","871","468"
"6105","401","575"
"6106","401","426"
"6107","831","95"
"6108","722","453"
"6109","722","453"
"6110","321","785"
"6111","441","449"
"6112","892","183"
"6113","842","313"
"6114","842","157"
"6115","392","865"
"6116","151","33"
"6117","151","744"
"6118","881","19"
"6119","151","744"
"6120","462","575"
"6121","761","407"
"6122","760","19"
"6123","842","157"
"6124","841","178"
"6125","641","19"
"6126","641","19"
"6127","671","277"
"6128","682","276"
"6129","751","505"
"6130","850","115"
"6131","530","889"
"6132","151","883"
"6133","641","19"
"6134","791","18"
"6135","831","207"
"6136","712","276"
"6137","331","57"
"6138","882","345"
"6139","740","64"
"6140","641","449"
"6141","60","579"
"6142","890","23"
"6143","910","425"
"6144","901","5"
"6145","601","877"
"6146","111","579"
"6147","111","887"
"6148","142","888"
"6149","642","276"
"6150","591","888"
"6151","151","744"
"6152","401","516"
"6153","901","315"
"6154","712","469"
"6155","151","744"
"6156","621","505"
"6157","711","19"
"6158","910","463"
"6159","340","379"
"6160","541","379"
"6161","462","889"
"6162","340","23"
"6163","400","823"
"6164","151","744"
"6165","641","449"
"6166","761","407"
"6167","641","276"
"6168","432","389"
"6169","932","213"
"6170","172","735"
"6171","761","406"
"6172","401","824"
"6173","682","313"
"6174","882","217"
"6175","212","777"
"6176","172","734"
"6177","731","389"
"6178","712","319"
"6179","172","23"
"6180","831","95"
"6181","100","33"
"6182","732","316"
"6183","601","276"
"6184","881","19"
"6185","712","426"
"6186","390","777"
"6187","882","59"
"6188","860","159"
"6189","910","418"
"6190","182","779"
"6191","881","434"
"6192","182","779"
"6193","410","804"
"6194","762","435"
"6195","881","443"
"6196","841","313"
"6197","401","516"
"6198","151","804"
"6199","152","744"
"6200","151","744"
"6201","470","53"
"6202","641","449"
"6203","901","453"
"6204","601","877"
"6205","151","744"
"6206","151","339"
"6207","642","276"
"6208","261","364"
"6209","601","23"
"6210","630","13"
"6211","751","505"
"6212","190","756"
"6213","712","584"
"6214","440","313"
"6215","290","368"
"6216","151","744"
"6217","111","386"
"6218","142","364"
"6219","711","389"
"6220","682","243"
"6221","871","174"
"6222","612","263"
"6223","300","315"
"6224","761","406"
"6225","761","203"
"6226","500","269"
"6227","591","315"
"6228","591","315"
"6229","752","523"
"6230","850","315"
"6231","601","877"
"6232","222","877"
"6233","601","276"
"6234","712","585"
"6235","762","449"
"6236","151","744"
"6237","591","243"
"6238","742","13"
"6239","541","259"
"6240","910","418"
"6241","611","686"
"6242","840","73"
"6243","181","73"
"6244","831","175"
"6245","711","313"
"6246","820","85"
"6247","820","204"
"6248","142","259"
"6249","530","259"
"6250","660","357"
"6251","151","19"
"6252","712","16"
"6253","401","507"
"6254","850","14"
"6255","812","84"
"6256","642","877"
"6257","400","823"
"6258","682","243"
"6259","641","435"
"6260","630","264"
"6261","410","19"
"6262","402","809"
"6263","641","435"
"6264","641","435"
"6265","881","19"
"6266","842","14"
"6267","571","313"
"6268","711","253"
"6269","172","363"
"6270","772","458"
"6271","360","783"
"6272","151","744"
"6273","591","264"
"6274","831","446"
"6275","342","188"
"6276","772","458"
"6277","682","274"
"6278","812","319"
"6279","601","43"
"6280","381","315"
"6281","321","315"
"6282","932","329"
"6283","932","319"
"6284","901","633"
"6285","592","385"
"6286","641","435"
"6287","872","365"
"6288","560","259"
"6289","120","754"
"6290","550","363"
"6291","700","383"
"6292","630","264"
"6293","410","883"
"6294","712","454"
"6295","700","383"
"6296","731","379"
"6297","331","637"
"6298","331","637"
"6299","700","19"
"6300","700","313"
"6301","400","823"
"6302","641","435"
"6303","401","359"
"6304","550","889"
"6305","372","888"
"6306","832","447"
"6307","151","744"
"6308","910","418"
"6309","842","155"
"6310","21","486"
"6311","910","424"
"6312","412","365"
"6313","761","809"
"6314","842","436"
"6315","641","454"
"6316","681","185"
"6317","831","575"
"6318","711","385"
"6319","712","449"
"6320","910","418"
"6321","871","19"
"6322","832","446"
"6323","722","335"
"6324","600","276"
"6325","762","456"
"6326","281","785"
"6327","832","97"
"6328","731","315"
"6329","142","303"
"6330","842","313"
"6331","410","804"
"6332","151","744"
"6333","172","633"
"6334","722","337"
"6335","831","203"
"6336","531","243"
"6337","420","19"
"6338","331","19"
"6339","842","156"
"6340","300","518"
"6341","850","389"
"6342","700","389"
"6343","871","444"
"6344","852","335"
"6345","771","748"
"6346","700","303"
"6347","771","747"
"6348","761","407"
"6349","761","407"
"6350","841","313"
"6351","300","19"
"6352","740","385"
"6353","842","337"
"6354","172","19"
"6355","151","744"
"6356","880","453"
"6357","391","647"
"6358","172","337"
"6359","871","337"
"6360","871","389"
"6361","910","417"
"6362","401","808"
"6363","341","529"
"6364","842","156"
"6365","642","274"
"6366","322","525"
"6367","121","83"
"6368","842","156"
"6369","842","156"
"6370","882","53"
"6371","712","254"
"6372","712","469"
"6373","831","203"
"6374","60","865"
"6375","761","407"
"6376","711","66"
"6377","711","19"
"6378","800","186"
"6379","151","744"
"6380","600","389"
"6381","242","783"
"6382","222","744"
"6383","831","447"
"6384","712","16"
"6385","812","313"
"6386","732","166"
"6387","732","166"
"6388","892","183"
"6389","712","16"
"6390","142","633"
"6391","142","739"
"6392","441","55"
"6393","831","446"
"6394","722","453"
"6395","800","19"
"6396","630","264"
"6397","120","453"
"6398","342","683"
"6399","512","269"
"6400","641","435"
"6401","380","777"
"6402","60","558"
"6403","850","467"
"6404","101","633"
"6405","441","338"
"6406","591","264"
"6407","820","445"
"6408","682","276"
"6409","171","356"
"6410","172","19"
"6411","901","5"
"6412","910","417"
"6413","60","558"
"6414","882","313"
"6415","682","274"
"6416","901","19"
"6417","410","804"
"6418","441","379"
"6419","512","275"
"6420","412","789"
"6421","761","315"
"6422","910","424"
"6423","842","387"
"6424","831","449"
"6425","151","744"
"6426","831","433"
"6427","872","315"
"6428","390","785"
"6429","791","466"
"6430","151","744"
"6431","762","449"
"6432","762","444"
"6433","762","449"
"6434","151","744"
"6435","742","696"
"6436","772","458"
"6437","762","449"
"6438","591","877"
"6439","591","313"
"6440","842","104"
"6441","831","105"
"6442","121","744"
"6443","722","453"
"6444","441","529"
"6445","712","454"
"6446","712","889"
"6447","341","315"
"6448","850","163"
"6449","831","313"
"6450","871","313"
"6451","711","253"
"6452","630","243"
"6453","691","29"
"6454","731","337"
"6455","850","315"
"6456","611","274"
"6457","842","157"
"6458","611","274"
"6459","161","777"
"6460","391","777"
"6461","641","436"
"6462","550","804"
"6463","842","387"
"6464","910","379"
"6465","601","243"
"6466","151","888"
"6467","910","379"
"6468","922","379"
"6469","60","766"
"6470","842","387"
"6471","710","379"
"6472","710","379"
"6473","601","877"
"6474","721","308"
"6475","132","769"
"6476","800","19"
"6477","711","253"
"6478","812","84"
"6479","892","167"
"6480","412","883"
"6481","842","443"
"6482","542","64"
"6483","712","19"
"6484","151","744"
"6485","421","356"
"6486","591","29"
"6487","542","19"
"6488","812","84"
"6489","831","95"
"6490","132","748"
"6491","151","744"
"6492","331","704"
"6493","831","426"
"6494","151","744"
"6495","831","207"
"6496","712","16"
"6497","871","315"
"6498","401","453"
"6499","400","364"
"6500","601","274"
"6501","601","274"
"6502","620","263"
"6503","391","633"
"6504","391","777"
"6505","641","444"
"6506","221","337"
"6507","641","436"
"6508","151","744"
"6509","842","14"
"6510","712","453"
"6511","691","276"
"6512","751","514"
"6513","831","313"
"6514","531","799"
"6515","842","468"
"6516","560","633"
"6517","871","336"
"6518","890","23"
"6519","562","337"
"6520","842","157"
"6521","930","486"
"6522","842","156"
"6523","921","23"
"6524","611","243"
"6525","831","105"
"6526","700","389"
"6527","420","313"
"6528","751","505"
"6529","242","727"
"6530","412","5"
"6531","412","354"
"6532","682","274"
"6533","60","585"
"6534","712","19"
"6535","172","313"
"6536","932","55"
"6537","841","313"
"6538","111","687"
"6539","641","19"
"6540","641","436"
"6541","630","264"
"6542","111","687"
"6543","111","687"
"6544","342","777"
"6545","331","637"
"6546","111","777"
"6547","711","253"
"6548","732","313"
"6549","750","19"
"6550","842","14"
"6551","591","264"
"6552","591","276"
"6553","412","355"
"6554","711","315"
"6555","640","365"
"6556","640","365"
"6557","640","365"
"6558","111","507"
"6559","682","877"
"6560","60","865"
"6561","601","877"
"6562","831","95"
